serial_number,stock_code,stock_abbr,net_profit,net_profit_yoy_growth,other_income,total_operating_revenue,operating_revenue_yoy_growth,operating_expense_cost_of_sales,operating_expense_selling_expenses,operating_expense_administrative_expenses,operating_expense_financial_expenses,operating_expense_rnd_expenses,operating_expense_taxes_and_surcharges,total_operating_expenses,operating_profit,total_profit,asset_impairment_loss,credit_impairment_loss,report_period,report_year
1,600080,,,,,108259512.44,,,,,,,21056102.64,,,,,,2023Q4,2023
2,600080,,,,,115789270.68,,,,,,,10164133.49,,,,,,2024Q4,2024
3,600080,,23962427.14,,-348973.92,115789270.68,,27143089.24,65218331.35,13668104.89,-686307.82,2329533.04,1397196.74,,28270193.02,27905340.78,32466292.09,-7598926.79,,2024
1,600080,,-18160452.12,,,534036500.95,,,,,,,,,,,,,2021Q4,2021
2,600080,,33459505.16,,,579374501.21,,,,,,,,,,,,,2022Q4,2022
3,600080,,-42890580.25,,,565403410.11,,,,,,,,,,,,,2023Q4,2023
4,600080,,4680935.36,,,108259512.44,,,,,,,,,,,,49.53,2024Q1,2024
5,600080,,-1638297.36,,,147110031.27,,,,,,,,,,,,786.24,2024Q2,2024
6,600080,,347660.3,,,147435488.04,,,,,,,,,,,,-195.35,2024Q3,2024
7,600080,,-46280878.55,,,162598378.36,,,,,,,,,,,,195.59,2024Q4,2024
1,600080,,,,31811.9,255369543.71,,61148497.55,145398983.0,24653721.42,-791912.43,5233339.12,4539148.8,,,,,,2023Q4,2023
2,600080,,,,942350.77,245965482.81,,57404786.82,138930036.91,23061698.48,-1002529.27,8421920.46,2686700.79,,,,,,2024Q4,2024
3,600080,,9462893.79,,-332823.21,245965482.81,,57404786.82,140804713.4,24737155.76,-962875.96,8421920.46,-213084.21,,9598511.11,9249809.58,214079.57,19825938.49,,2024
1,600080,,3042638.0,,,255369543.71,,,,,,,,,,,,,2024Q4,2024
1,600080,,,,222350.42,402805031.75,,92914153.05,240889890.91,51627762.33,-1573662.54,8860272.09,6864660.77,,20556716.0,1936033.53,,6404211.78,2023Q4,2023
2,600080,,,,4378019.03,418931219.77,,92234190.1,250717484.26,36481087.57,-1589558.18,20283032.38,3960587.34,,32854192.9,32457241.7,,-8436675.25,2024Q4,2024
3,600080,,21307271.49,,-48249.67,172965736.96,,,,,,,8187424.31,,,,14677.84,,,2024
1,600080,,,,,115789270.68,,27143089.24,,,,,,,,,,,2024Q4,2024
2,600080,,,,,107322617.51,,25525131.27,,,,,,,,,,,2025Q4,2025
3,600080,,1215305.87,,-55812.79,107322617.51,,,53611539.19,9011434.77,-1374555.77,11691377.11,1051679.68,,686761.56,630948.77,17935.99,7662.21,,2025
1,600080,,33459505.16,,,579374501.21,,,,,,,,,,,-667970.3,,2022Q4,2022
2,600080,,-42890580.25,,931595.58,565403410.11,,133752037.9,342430742.13,72479416.89,-1196190.91,15089765.04,8339268.82,,,,,8870796.43,2023Q4,2023
3,600080,,74611329.88,,8712717.11,585461786.23,,126811323.12,353656517.12,53671104.78,1374112.93,28962909.02,5397415.31,,,,34328734.91,-6761523.05,2024Q4,2024
4,600080,,23962427.14,,,115789270.68,,,,,,,,,,,,-759.89,2025Q1,2025
5,600080,,-14499533.35,,,130176212.13,,,,,,,,,,,,-12.86,2025Q2,2025
6,600080,,21307271.49,,,172965736.96,,,,,,,,,,,,-70.91,2025Q3,2025
7,600080,,43841164.6,,,166530566.46,,,,,,,,,,,,-154.81,2025Q4,2025
8,600080,,73600530.37,,8720609.01,585461786.23,,126811323.12,353656517.12,53671104.78,1374112.93,28962909.02,4490426.8,,49019056.34,42039280.14,474188.85,22696201.89,,2025
1,600080,,33459505.16,,,579374501.21,,,,,,,,,,,,,2022Q4,2022
2,600080,,-42890580.25,,,565403410.11,,,,,,,,,,,,,2023Q4,2023
3,600080,,74611329.88,,,585461786.23,,,,,,,,,,,,,2024Q4,2024
4,600080,,23962427.14,,,115789270.68,,,,,,,,,,,,-759.89,2025Q1,2025
5,600080,,-14499533.35,,,130176212.13,,,,,,,,,,,,-12.86,2025Q2,2025
6,600080,,21307271.49,,,172965736.96,,,,,,,,,,,,-70.91,2025Q3,2025
7,600080,,43841164.6,,,166530566.46,,,,,,,,,,,,-154.81,2025Q4,2025
1,600080,,9462893.79,,,245965482.81,,,,,,,,,,9249809.58,,,2025Q4,2025
2,600080,,6789957.3,,,,,,,,,,,,,,,,,2025
1,600080,,1097818.35,,942350.77,245965482.81,,57404786.82,140804713.4,24737155.76,-1002529.27,8421920.46,2686700.79,,1902622.98,1557679.92,,-3549083.91,2024Q4,2024
2,600080,,7648101.7,,705634.65,241292963.66,,56496377.39,138720833.17,20802448.96,-2293344.7,15428801.27,2671995.69,,5357840.77,5324513.61,171932.07,-7713013.7,2025Q4,2025
3,600080,,6195011.43,,-7225.78,241292963.66,,56496377.39,138720833.17,20802448.96,-2272118.13,15428801.27,47615.66,,3965091.76,3934047.66,-49610.58,29849189.55,,2025
1,600080,,,,,418931219.77,,92234190.1,250717484.26,36481087.57,-1589558.18,20283032.38,3960587.34,,,,,,2024Q4,2024
2,600080,,,,,383908363.63,,90020936.45,224220314.59,33828895.61,-3390118.37,22330991.27,4414988.7,,,,,,2025Q4,2025
3,600080,,28286232.43,,587990.97,142615399.97,,,,,3945852.8,,9036937.5,,34778953.15,31401852.36,-49610.58,7461957.01,,2025
